resale_price,registered_year,engine_capacity,transmission_type,kms_driven,max_power,seats,mileage,car_age,body_type_MUV,body_type_Other,body_type_SUV,body_type_Sedan,insurance_2,insurance_Comprehensive,insurance_Not Available,insurance_Third Party,insurance_Third Party insurance,insurance_Zero Dep,owner_type_2,owner_type_3,owner_type_4,owner_type_5,owner_type_6,fuel_type_Diesel,fuel_type_Electric,fuel_type_LPG,fuel_type_Petrol,city_Bangalore,city_Chennai,city_Delhi,city_Gurgaon,city_Hyderabad,city_Jaipur,city_Kolkata,city_Mumbai,city_Other,city_Pune
320000.0,2015,998,0,70000.0,100.0,5.0,20.51,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
415000.00000000006,2015,1197,0,30000.0,100.0,5.0,18.9,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
240000.0,2015,1248,0,120000.0,100.0,5.0,22.9,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
350000.0,2015,2179,0,100000.0,100.0,7.0,15.1,10,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
350000.0,2015,2179,0,100000.0,100.0,7.0,15.1,10,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
296000.0,2015,2179,0,90000.0,100.0,7.0,11.57,10,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
296000.0,2015,2179,0,90000.0,100.0,7.0,11.57,10,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
316000.0,2015,1199,0,100000.0,100.0,5.0,23.84,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
750000.0,2015,1248,0,100000.0,100.0,5.0,24.3,10,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
900000.0,2015,1248,0,120000.0,100.0,7.0,25.47,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
560000.0,2015,998,0,10000.0,100.0,5.0,25.24,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
800000.0,2015,1248,0,150000.0,100.0,5.0,24.3,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
900000.0,2015,1396,0,120000.0,100.0,5.0,22.1,10,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
280000.0,2015,796,0,80000.0,100.0,5.0,22.05,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
550000.0,2015,2494,0,90000.0,100.0,7.0,11.4,10,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
250000.0,2015,2494,0,150000.0,102.0,8.0,12.8,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
150000.0,2015,1248,0,150000.0,100.0,5.0,18.8,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
150000.0,2015,1248,0,150000.0,100.0,5.0,18.8,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
480000.0,2015,1186,0,20000.0,100.0,5.0,24.0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
300000.0,2015,1196,0,150000.0,100.0,5.0,26.6,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
300000.0,2015,1196,0,150000.0,100.0,5.0,26.6,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
300000.0,2015,1196,0,150000.0,100.0,5.0,26.6,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1200000.0,2015,1968,1,30000.0,100.0,5.0,16.55,10,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
800000.0,2015,1197,0,10000.0,100.0,5.0,21.0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
200000.0,2015,1199,0,80000.0,100.0,5.0,22.07,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
740000.0,2015,1248,0,80000.0,100.0,5.0,24.3,10,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
150000.0,2015,1086,0,30000.0,100.0,5.0,17.92,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
520000.0,2015,1248,0,30000.0,100.0,5.0,26.59,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
170000.0,2015,1197,0,80000.0,100.0,5.0,20.36,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
710000.0,2015,1197,0,30000.0,100.0,5.0,17.52,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
950000.0,2015,999,0,20000.0,100.0,5.0,18.97,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
240000.0,2015,1399,0,70000.0,100.0,5.0,20.0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
930000.0000000001,2015,999,0,20000.0,100.0,5.0,18.97,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1922000.0,2015,1956,0,20000.0,100.0,7.0,16.56,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
150000.0,2015,814,0,50000.0,100.0,5.0,21.1,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
380000.0,2015,1197,0,30000.0,100.0,5.0,18.9,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
590000.0,2015,1199,0,30000.0,100.0,5.0,20.09,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
400000.0,2015,1498,0,150000.0,100.0,5.0,20.14,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
300000.0,2015,1364,0,40000.0,100.0,5.0,23.59,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
500000.0,2015,1461,0,120000.0,100.0,5.0,19.87,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
210000.0,2015,796,0,20000.0,100.0,5.0,22.74,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
100000.0,2015,998,0,90000.0,100.0,5.0,18.9,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
900000.0,2015,2179,0,50000.0,100.0,7.0,16.0,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1349000.0,2015,1493,0,70000.0,100.0,5.0,20.8,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
650000.0,2015,1248,0,50000.0,100.0,5.0,28.4,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
475000.0,2015,998,0,20000.0,100.0,5.0,21.79,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
320000.0,2015,1461,0,90000.0,100.0,5.0,20.45,10,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
650000.0,2015,1248,0,50000.0,100.0,5.0,28.4,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
370000.0,2015,1197,0,60000.0,100.0,5.0,18.9,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
110000.00000000001,2015,1061,0,90000.0,100.0,5.0,18.9,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
50000.0,2015,995,0,60000.0,100.0,5.0,16.0,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
550000.0,2015,1499,0,60000.0,100.0,5.0,24.4,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
390000.0,2015,1498,0,90000.0,100.0,5.0,27.3,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
250000.0,2015,1086,0,20000.0,100.0,5.0,19.81,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
200000.0,2015,796,0,80000.0,100.0,5.0,22.74,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
725000.0,2015,1197,0,10000.0,100.0,5.0,22.41,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
450000.0,2015,1498,0,110000.0,100.0,5.0,27.3,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
750000.0,2015,1498,0,120000.0,100.0,5.0,25.6,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
215000.0,2015,1364,0,70000.0,100.0,5.0,23.59,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
206000.0,2015,796,0,80000.0,100.0,5.0,22.74,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
550000.0,2015,2179,0,120000.0,100.0,7.0,16.0,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
250000.0,2015,998,0,150000.0,100.0,5.0,26.2,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
210000.0,2015,796,0,80000.0,100.0,5.0,22.74,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
250000.0,2015,1496,0,70000.0,100.0,5.0,17.6,10,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
185000.0,2015,799,0,60000.0,100.0,5.0,25.17,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
300000.0,2015,1197,0,70000.0,100.0,5.0,18.9,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
50000.0,2015,995,0,60000.0,100.0,5.0,18.0,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
50000.0,2015,995,0,60000.0,100.0,5.0,18.0,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
250000.0,2015,1120,0,100000.0,100.0,5.0,24.0,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
190000.0,2015,1586,0,120000.0,100.0,5.0,15.5,10,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
650000.0,2015,1197,0,40000.0,100.0,5.0,21.21,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
500000.0,2015,2179,0,80000.0,100.0,8.0,15.4,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
190000.0,2015,1498,0,120000.0,100.0,5.0,25.8,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
570000.0,2015,1197,0,80000.0,100.0,5.0,21.4,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
350000.0,2015,1248,0,80000.0,100.0,5.0,23.4,10,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
380000.0,2015,1498,0,120000.0,100.0,5.0,26.0,10,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
780000.0,2015,1248,0,100000.0,100.0,5.0,24.3,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
240000.0,2015,799,0,20000.0,100.0,5.0,25.17,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
840000.0,2015,1199,0,10000.0,100.0,5.0,17.33,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
250000.0,2015,1498,0,100000.0,100.0,5.0,22.7,10,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
400000.0,2015,1248,0,100000.0,100.0,5.0,25.2,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
150000.0,2015,1061,0,80000.0,100.0,5.0,18.9,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
100000.0,2015,1248,0,70000.0,100.0,5.0,18.0,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1275000.0,2015,2179,0,50000.0,100.0,7.0,15.1,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
270000.0,2015,1198,0,30000.0,100.0,7.0,19.44,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1275000.0,2015,2179,0,50000.0,100.0,7.0,15.1,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
220000.00000000003,2015,936,0,70000.0,100.0,5.0,25.44,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
600000.0,2015,1498,0,50000.0,100.0,5.0,25.83,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
900000.0,2015,2179,0,50000.0,100.0,7.0,16.0,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
495000.0,2015,1197,0,20000.0,100.0,5.0,20.52,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
980000.0000000001,2015,1197,1,60000.0,100.0,5.0,16.5,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1375000.0,2015,1353,1,20000.0,100.0,5.0,16.2,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
340000.0,2015,998,0,40000.0,100.0,5.0,20.51,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1300000.0,2015,1451,1,40000.0,100.0,5.0,13.96,10,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
600000.0,2015,1198,0,70000.0,100.0,5.0,17.0,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
300000.0,2015,1198,0,60000.0,100.0,5.0,19.4,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
500000.0,2015,1461,0,150000.0,100.0,5.0,21.8,10,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1099000.0,2015,1496,0,40000.0,100.0,5.0,17.1,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
350000.0,2015,1497,0,90000.0,100.0,5.0,17.0,10,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
434999.99999999994,2015,999,0,20000.0,100.0,7.0,20.0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
186000.0,2015,998,0,100000.0,100.0,5.0,18.9,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
625000.0,2015,1196,0,20000.0,100.0,5.0,26.6,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
625000.0,2015,1196,0,20000.0,100.0,5.0,26.6,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
450000.0,2015,1461,0,120000.0,100.0,5.0,19.01,10,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
650000.0,2015,1396,0,80000.0,100.0,5.0,22.54,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
350000.0,2015,998,0,150000.0,100.0,5.0,26.6,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130000.0,2015,1197,0,50000.0,100.0,5.0,20.36,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
500000.0,2015,1248,0,70000.0,100.0,5.0,25.2,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
950000.0,2015,1493,0,10000.0,100.0,7.0,16.0,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
700000.0,2015,1582,0,120000.0,100.0,5.0,19.67,10,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
140000.0,2015,1399,0,120000.0,68.0,5.0,17.8,10,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
200000.0,2015,2179,0,120000.0,100.0,7.0,11.57,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
320000.0,2015,999,1,20000.0,100.0,5.0,24.04,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
200000.0,2015,1197,0,40000.0,100.0,5.0,20.36,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
409999.99999999994,2015,1197,0,90000.0,100.0,5.0,18.6,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
440000.00000000006,2015,1197,0,30000.0,100.0,5.0,21.21,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2500000.0,2015,1368,1,20000.0,100.0,5.0,14.1,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
650000.0,2015,1197,0,40000.0,100.0,5.0,21.21,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
630000.0,2015,1197,0,30000.0,100.0,5.0,21.01,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
